userbook_id	user_id	book_id	gr_shelf_id	gr_shelf_name	status	source	rating
286	1	286	53719319	to-read	want-to-read	goodreads	0
287	1	287	53719319	to-read	want-to-read	goodreads	0
288	1	288	53719319	to-read	want-to-read	goodreads	0
289	1	289	53719319	to-read	want-to-read	goodreads	0
290	1	290	53719319	to-read	want-to-read	goodreads	0
291	1	291	53719319	to-read	want-to-read	goodreads	0
292	1	292	53719319	to-read	want-to-read	goodreads	0
293	1	293	53719319	to-read	want-to-read	goodreads	0
294	1	294	53719319	to-read	want-to-read	goodreads	0
295	1	295	53719319	to-read	want-to-read	goodreads	0
296	1	296	53719319	to-read	want-to-read	goodreads	0
297	1	297	53719319	to-read	want-to-read	goodreads	0
298	1	298	53719319	to-read	want-to-read	goodreads	0
299	1	299	53719319	to-read	want-to-read	goodreads	0
300	1	300	53719319	to-read	want-to-read	goodreads	0
301	1	301	53719319	to-read	want-to-read	goodreads	0
302	1	302	53719319	to-read	want-to-read	goodreads	0
303	1	303	53719319	to-read	want-to-read	goodreads	0
304	1	304	53719319	to-read	want-to-read	goodreads	0
305	1	305	53719319	to-read	want-to-read	goodreads	0
306	1	306	53719319	to-read	want-to-read	goodreads	0
307	1	307	53719319	to-read	want-to-read	goodreads	0
308	1	308	53719319	to-read	want-to-read	goodreads	0
309	1	309	53719319	to-read	want-to-read	goodreads	0
310	1	310	53719319	to-read	want-to-read	goodreads	0
311	1	311	53719319	to-read	want-to-read	goodreads	0
312	1	312	53719319	to-read	want-to-read	goodreads	0
313	1	313	53719319	to-read	want-to-read	goodreads	0
314	1	314	53719319	to-read	want-to-read	goodreads	0
315	1	315	53719319	to-read	want-to-read	goodreads	0
316	1	316	53719319	to-read	want-to-read	goodreads	0
317	1	317	53719319	to-read	want-to-read	goodreads	0
318	1	318	53719319	to-read	want-to-read	goodreads	0
319	1	319	53719319	to-read	want-to-read	goodreads	0
320	1	320	53719319	to-read	want-to-read	goodreads	0
321	1	321	53719319	to-read	want-to-read	goodreads	0
322	1	322	53719319	to-read	want-to-read	goodreads	0
323	1	323	53719319	to-read	want-to-read	goodreads	0
324	1	324	53719319	to-read	want-to-read	goodreads	0
325	1	325	53719319	to-read	want-to-read	goodreads	0
326	1	326	53719319	to-read	want-to-read	goodreads	0
327	1	327	53719319	to-read	want-to-read	goodreads	0
328	1	328	53719319	to-read	want-to-read	goodreads	0
329	1	329	53719319	to-read	want-to-read	goodreads	0
330	1	330	53719319	to-read	want-to-read	goodreads	0
331	1	331	53719319	to-read	want-to-read	goodreads	0
332	1	332	53719319	to-read	want-to-read	goodreads	0
333	1	333	53719319	to-read	want-to-read	goodreads	0
334	1	334	53719319	to-read	want-to-read	goodreads	0
335	1	335	53719319	to-read	want-to-read	goodreads	0
336	1	336	53719319	to-read	want-to-read	goodreads	0
337	1	337	53719319	to-read	want-to-read	goodreads	0
338	1	338	53719319	to-read	want-to-read	goodreads	0
339	1	339	53719319	to-read	want-to-read	goodreads	0
340	1	340	53719319	to-read	want-to-read	goodreads	0
341	1	341	53719319	to-read	want-to-read	goodreads	0
342	1	342	53719319	to-read	want-to-read	goodreads	0
343	1	343	53719319	to-read	want-to-read	goodreads	0
344	1	344	53719319	to-read	want-to-read	goodreads	0
345	1	345	53719319	to-read	want-to-read	goodreads	0
346	1	346	53719319	to-read	want-to-read	goodreads	0
347	1	347	53719319	to-read	want-to-read	goodreads	0
348	1	348	53719319	to-read	want-to-read	goodreads	0
349	1	349	53719319	to-read	want-to-read	goodreads	0
350	1	350	53719319	to-read	want-to-read	goodreads	0
351	1	351	53719319	to-read	want-to-read	goodreads	0
352	1	352	53719319	to-read	want-to-read	goodreads	0
353	1	353	53719319	to-read	want-to-read	goodreads	0
354	1	354	53719319	to-read	want-to-read	goodreads	0
355	1	355	53719319	to-read	want-to-read	goodreads	0
356	1	356	53719319	to-read	want-to-read	goodreads	0
